sep=;
Change-Id=Ia7129ee0aa9512cc36ea801b9feb1757838572bd; subject=net/mlx5: set as_match_value for tunnel atomics; feature=ibm_as_notify; upstream_status=NA; general=;
Change-Id=Idd4e6a83b93e0566e545e909babf21ce490994d2; subject=IB/mlx5: CAPI fixes; feature=mlx5_ib_bugs; upstream_status=NA; general=;
Change-Id=Ie0c0c7835e9df37f16aad287e948b2dd9dd79bca; subject=IB/mlx5: Support implicit mr for CAPI mode.; feature=capi_implicit_mr; upstream_status=NA; general=;
Change-Id=I47f16f589781302f2da14d7ab3a513ffa141fb3d; subject=IB/mlx5: Skip prefetch_mr when CAPI is enabled.; feature=mlx5_ib_bugs; upstream_status=NA; general=;
Change-Id=I5368f5280a4247c3fdaca64565bf7db3d759a266; subject=IB/mlx5: Add CAPI enablement via experimental device capability; feature=mlx5_ib_bugs; upstream_status=NA; general=;
Change-Id=I455c187672345b5fa5ad7a780ae25a66ef278ef7; subject=mlx5/core: CAPI skip TLB invaldiation during EEH recovery; feature=mlx5_core_bugs; upstream_status=NA; general=;
Change-Id=I9d7cec073333022a50600730f0e4191292ca6f7f; subject=mlx5/core: capi performance improvement; feature=mlx5_core_bugs; upstream_status=NA; general=;
Change-Id=I58f2d34541d20a2f45a07f2808a4ae3deaa4c6aa; subject=mlx5/core: disable CAPI in mlx5_pci_err_detected; feature=mlx5_core_bugs; upstream_status=NA; general=;
Change-Id=Ibe7f64fb4a86d76a7bebf78f67d6d2c300941fb6; subject=mlx5/core: kernel panic after EEH in early mlx5_core initialization; feature=mlx5_core_bugs; upstream_status=NA; general=;
Change-Id=I9af064bb5199c19878d2cde3d238d8cf833fbaf5; subject=IB/mlx5: Fix kernel panic due to obsolete mm_struct; feature=mlx5_ib_bugs; upstream_status=NA; general=;
Change-Id=I1049ba739c4420eb3c5124e9708e04b89c6cb7de; subject=mlx5/core: debug/diag counter firmware command; feature=mlx5_diag_cnt; upstream_status=in_progress; general=;
Change-Id=I35bc06b8061260ca824c032c90101c29f708c1cb; subject=net/mlx5e: Add vf tx multicast and broadcast counters; feature=mlx5_vf_mc_bc_disp; upstream_status=in_progress; general=;
Change-Id=I1f610776763beaa1411a5f8108b7f922487e7333; subject=IB/mlx5: Fix kernel crash invalid address acesss; feature=mlx5_ib_bugs; upstream_status=NA; general=;
Change-Id=Ie353f61edd87293cbc8f0641f2bf7b5ab95384f2; subject=net/mlx5: E-Switch, EEH for vport's steering rules.; feature=mlx5_core_bugs; upstream_status=in_progress; general=;
Change-Id=Idd457b1a940533efc1d52283adcd3e8104cf37a0; subject=IB/mlx5: Reduce the mmu timeout warning to dbg; feature=mlx5_ib_bugs; upstream_status=in_progress; general=;
Change-Id=I8f1f73085ab5745fd3950e12d14f17806865eff4; subject=IB/mlx5: Ensure atomic bit is cleared when disable_umr mkey; feature=mlx5_ib_bugs; upstream_status=NA; general=;
Change-Id=I436f7f0eff509be6f373482d20d20636f0256678; subject=IB/mlx5: Fix kernel crash invalid address access; feature=mlx5_ib_bugs; upstream_status=NA; general=;
Change-Id=Ia9d0ac7b8924a96a0c9bf6c8f9997306eb93f924; subject=net/mlx5e: Fix out of memory when setting jumbo frames; feature=mlx5_core_bugs; upstream_status=ignore; general=;
Change-Id=I3f4eb8c2bac82fe1905d0b6717be96614d45fc0b; subject=IB/mlx5: Fix ODP_ASYNC_PREFETCH stage; feature=mlx5_core_bugs; upstream_status=in_progress; general=;
Change-Id=I05a9efefb643c9bcd7f2cf3f0fde5c63a86e057d; subject=net/mlx5e: VEPA sysfs control for backport; feature=mlx5_vepa; upstream_status=NA; general=;
Change-Id=I59f3f1007b72310bc66345a4866b74129cdcaa7f; subject=IB/mlx5: Remove mmgrab/mmdrop for CAPI umem.; feature=mlx5_ib_bugs; upstream_status=NA; general=;
Change-Id=Ie7889578273e5109d16874e0e1c2db23bfb9a023; subject=IB/mlx5: Use zero address and length for CAPI umem; feature=mlx5_ib_bugs; upstream_status=in_progress; general=;
Change-Id=I0b4b909dd7987786a47b0af62f30b44691222f38; subject=IB/mlx5: Remove SW invalidation range in CAPI mode; feature=mlx5_ib_bugs; upstream_status=NA; general=;
Change-Id=Iacb5eb9710ec83597c20225ee9578fd96fc8780e; subject=net/mlx5e: Set dma_info->page to NULL when free page in striding rq; feature=mlx5_en_bugs; upstream_status=NA; general=;
Change-Id=I093f01165e1611190effdddf3f9c309e46291e50; subject=net/mlx5e: Only support tx/rx pause setting for port owner; feature=mlx5_en_bugs; upstream_status=in_progress; general=;
Change-Id=I17829e4d21ac2932343807204ba7d3ce33cc030b; subject=net/mlx5e: Print a warning when LRO feature is dropped or not allowed; feature=mlx5_en_bugs; upstream_status=in_progress; general=;
Change-Id=I6e399abd4130c9464c96b66a444e0901440f4e33; subject=Revert "net/mlx5e: Fix out of memory when setting jumbo frames"; feature=mlx5_en_bugs; upstream_status=ignore; general=;
Change-Id=Ib9ace23498f7b06fd4fd0ab06f72ccf773bac5a1; subject=net/mlx5e: Fix out of memory when setting jumbo frames; feature=mlx5_en_bugs; upstream_status=ignore; general=;
Change-Id=I4a5157a98d4a0089dbc2b7e92dc0bb1ce4fc7327; subject=Revert "net/mlx5e: Fix out of memory when setting jumbo frames"; feature=mlx5_en_bugs; upstream_status=ignore; general=;
Change-Id=I773cf7452a2bd7fd43dcebd3ecc85f042a90007b; subject=net/mlx5e: Fix out of memory when setting jumbo frames; feature=mlx5_en_bugs; upstream_status=NA; general=;
Change-Id=Ia6696e60f87b4c551b09639383de832cc97ff7d1; subject=net/mlx5: Support inner header match criteria for non decap flow action; feature=mlx5_single_fdb_lag; upstream_status=in_progress; general=;
